authors,Desc,book_edition,book_format,book_isbn,book_pages,rating,book_rating_count,book_review_count,title,genres,image_url
Michael Crichton,"An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankindâ€™s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit themâ€”for a price. Until something goes wrong. . . .",,Mass Market Paperback,9.78E+12,399 pages,3.99,704703,9681,Jurassic Park,Science Fiction|Fiction|Thriller|Adventure|Fantasy,https://images.gr-assets.com/books/1344371661l/6424171.jpg
John Boyne,"Berlin 1942 When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance. But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences.",,Hardcover,9.78E+12,224 pages,4.12,385213,21996,The Boy in the Striped Pajamas,Historical|Historical Fiction|Fiction|Young Adult|Historical|World War II|Holocaust,https://images.gr-assets.com/books/1366228171l/39999.jpg
Margery Williams Bianco|William   Nicholson,"Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.Like the Skin Horse, Margery Williams understood how toys--and people--become real through the wisdom and experience of love. This reissue of a favorite classic, with the original story and illustrations as they first appeared in 1922, will work its magic for all who read it.",,Paperback,9.78E+12,40 pages,4.29,199680,3009,The Velveteen Rabbit,Childrens|Classics|Fiction|Childrens|Picture Books,https://images.gr-assets.com/books/1347748913l/144974.jpg
Toni Morrison,"Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby. Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved. Filled with bitter poetry and suspense as taut as a rope, Beloved is a towering achievement by Nobel Prize laureate Toni Morrison.",,Paperback,9.78E+12,324 pages,3.79,268589,8835,Beloved,Fiction|Classics|Historical|Historical Fiction|Literature|Magical Realism,https://images.gr-assets.com/books/1347984578l/6149.jpg
J.R.R. Tolkien|Christopher Tolkien|Ted Nasmith,"The story of the creation of the world and of the First Age, this is the ancient drama to which the characters in The Lord of the Rings look back and in whose events some of them, such as Elrond and Galadriel, took part. The three Silmarils were jewels created by FÃ«anor, most gifted of the Elves. Within them was imprisoned the Light of the Two Trees of Valinor before the Trees themselves were destroyed by Morgoth, the first Dark Lord. Thereafter, the unsullied Light of Valinor lived on only in the Silmarils, but they were seized by Morgoth and set in his crown, which was guarded in the impenetrable fortress of Angband in the north of Middle-earth. The Silmarillion is the history of the rebellion of FÃ«anor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all their heroism, against the great Enemy.",,Hardcover,9.78E+12,386 pages,3.9,179215,6483,The Silmarillion,Fantasy|Fiction|Classics,https://images.gr-assets.com/books/1336502583l/7332.jpg
Agatha Christie,"En route to London, Belgian detective Hercule Poirot has booked winter passage on the fabled Orient Express. Among the assortment of fellow passengers, one wealthy American holds a unique distinction: he has been found dead of multiple stab wounds in the night compartment of the Calais coach. By dawn, thirteen travelers, each bearing a secret, will find themselves suspect in the most ingenious crime Poirot has ever solved...",,Paperback,9.78E+12,322 pages,4.16,266126,17163,Murder on the Orient Express,Mystery|Classics|Fiction|Mystery|Crime,https://images.gr-assets.com/books/1388267702l/16304.jpg
Kurt Vonnegut,"Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...",,Paperback,9.78E+12,306 pages,4.17,299716,9088,Cat's Cradle,Fiction|Classics|Science Fiction|Humor|Literature,https://images.gr-assets.com/books/1327867150l/135479.jpg
Arthur Miller|Christopher Bigsby,"""I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history,"" Arthur Miller wrote of his classic play about the witch-hunts and trials in seventeenth-century Salem, Massachusetts. Based on historical people and real events, Miller's drama is a searing portrait of a community engulfed by hysteria. In the rigid theocracy of Salem, rumors that women are practicing witchcraft galvanize the town's most basic fears and suspicions; and when a young girl accuses Elizabeth Proctor of being a witch, self-righteous church leaders and townspeople insist that Elizabeth be brought to trial. The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminate the destructive power of socially sanctioned violence.Written in 1953, The Crucible is a mirror Miller uses to reflect the anti-communist hysteria inspired by Senator Joseph McCarthy's ""witch-hunts"" in the United States. Within the text itself, Miller contemplates the parallels, writing, ""Political opposition... is given an inhumane overlay, which then justifies the abrogation of all normally applied customs of civilized behavior. A political policy is equated with moral right, and opposition to it with diabolical malevolence.""WIth an introduction by Christopher Bigsby.",,Paperback,9.78E+12,143 pages,3.56,277010,6161,The Crucible,Classics|Plays|Fiction|Historical|Historical Fiction|Drama|Academic|School,https://images.gr-assets.com/books/1447764813l/17250.jpg
Tracy Chevalier,"With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries - and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.Girl with a Pearl Earring centers on Vermeer's prosperous Delft household during the 1660s. When Griet, the novel's quietly perceptive heroine, is hired as a servant, turmoil follows. First, the 16-year-old narrator becomes increasingly intimate with her master. Then Vermeer employs her as his assistant--and ultimately has Griet sit for him as a model.", Deluxe Edition,Paperback,9.78E+12,233 pages,3.86,549984,8618,Girl with a Pearl Earring,Historical|Historical Fiction|Fiction|Historical|Classics|Art,https://images.gr-assets.com/books/1327197580l/2865.jpg
Maggie Stiefvater,"For years, Grace has watched the wolves in the woods behind her house. One yellow-eyed wolfâ€”her wolfâ€”is a chilling presence she can't seem to live without.Meanwhile, Sam has lived two lives: In winter, the frozen woods, the protection of the pack, and the silent company of a fearless girl. In summer, a few precious months of being humanâ€¦ until the cold makes him shift back again.Now, Grace meets a yellow-eyed boy whose familiarity takes her breath away. It's her wolf. It has to be. But as winter nears, Sam must fight to stay humanâ€”or risk losing himself, and Grace, forever.",,Hardcover,9.78E+12,390 pages,3.77,394321,21592,Shiver,Young Adult|Fantasy|Romance|Fantasy|Paranormal|Shapeshifters|Werewolves,https://images.gr-assets.com/books/1409283154l/6068551.jpg
Shel Silverstein,"Last night while I lay thinking here Some Whatifs crawled inside my ear And pranced and partied all night long And sang their same old Whatif song: Whatif I flunk that test?Whatif green hair grows on my chest?Whatif nobody likes me?Whatif a bolt of lightning strikes me?...This 20th anniversary of Shel Silverstein's A Light in the Attic includes a CD of highlights from his Grammy Award-winning album.Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel.From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings.",20th Anniversary Edition with CD,Hardcover,9.78E+12,176 pages,4.34,335025,2644,A Light in the Attic,Poetry|Childrens|Classics,https://images.gr-assets.com/books/1427169918l/30118.jpg
Corrie ten Boom|John Sherrill|Elizabeth Sherrill,"At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue. Corrie ten Boom and her family became leaders in the Dutch Underground, hiding Jewish people in their home in a specially built room and aiding their escape from the Nazis. For their help, all but Corrie found death in a concentration camp. The Hiding Place is their story.",,Paperback,9.78E+12,242 pages,4.41,211734,8719,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Nonfiction|Biography|History|Christian|Classics|Autobiography|Memoir,https://images.gr-assets.com/books/1320418824l/561909.jpg
Wally Lamb,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.",,Mass Market Paperback,9.78E+12,465 pages,3.86,284755,9521,She's Come Undone,Fiction|Contemporary|Womens Fiction|Chick Lit,https://images.gr-assets.com/books/1408113538l/5203.jpg
Homer|Robert Fagles|Bernard Knox,"Gripping listeners and readers for more than 2,700 years, 'The Iliad' is the story of the Trojan War and the rage of Achilles. Combining the skills of a poet and scholar, Robert Fagles brings the energy of contemporary language to this enduring heroic epic. If 'The Iliad' is the world's greatest war story, then 'The Odyssey' is literature's greatest evocation of every man's journey through life. Here again, Fagles has performed the translator's task magnificently, giving us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery. Each volume contains a superb introduction with textual and critical commentary by renowned classicist Bernard Knox.",Boxed Set,Paperback,9.78E+12,1556 pages,4.03,56049,614,The Iliad/The Odyssey,Classics|Fiction|Poetry|Fantasy|Mythology,https://images.gr-assets.com/books/1388181863l/1375.jpg
Franz Kafka|Willa Muir|Edwin Muir|Max Brod,"Written in 1914 but not published until 1925, a year after Kafkaâ€™s death, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly and inexplicably arrested and must defend himself against a charge about which he can get no information. Whether read as an existential tale, a parable, or a prophecy of the excesses of modern bureaucracy wedded to the madness of totalitarianism, The Trial has resonated with chilling truth for generations of readers.",,Paperback,9.78E+12,255 pages,3.99,185592,5644,The Trial,Classics|Fiction|Literature|Philosophy|European Literature|German Literature,https://images.gr-assets.com/books/1320399438l/17690.jpg
Rick Riordan,"Jason has a problem.He doesnâ€™t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and a best friend named Leo. Theyâ€™re all students at a boarding school for â€œbad kids.â€ What did Jason do to end up here? And where is here, exactly?Piper has a secret.Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesnâ€™t understand her dream, or why her boyfriend suddenly doesnâ€™t recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling sheâ€™s going to find out.Leo has a way with tools.When he sees his cabin at Camp Half-Blood, filled with power tools and machine parts, he feels right at home. But thereâ€™s weird stuff, tooâ€”like the curse everyone keeps talking about, and some camper who's gone missing. Weirdest of all, his bunkmates insist that each of themâ€”including Leoâ€”is related to a god. Does this have anything to do with Jason's amnesia, or the fact that Leo keeps seeing ghosts?",First Edition,Hardcover,9.78E+12,557 pages,4.35,533939,18908,The Lost Hero,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1464201003l/7736182.jpg
Kenneth Grahame|Gillian Avery,"One of the most celebrated works of classic literature for childrenMeet little Mole, willful Ratty, Badger the perennial bachelor, and petulant Toad. Over one hundred years since their first appearance in 1908, they've become emblematic archetypes of eccentricity, folly, and friendship. And their misadventures-in gypsy caravans, stolen sports cars, and their Wild Wood-continue to capture readers' imaginations and warm their hearts long after they grow up. Begun as a series of letters from Kenneth Grahame to his son, The Wind in the Willows is a timeless tale of animal cunning and human camaraderie. This Penguin Classics edition features an appendix of the letters in which Grahame first related the exploits of Toad.",Penguin Classics,Paperback,9.78E+12,256 pages,3.98,156174,4731,The Wind in the Willows,Classics|Fiction|Childrens|Fantasy,https://images.gr-assets.com/books/1423183570l/5659.jpg
Erin Morgenstern,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des RÃªves, and it is only open at night. But behind the scenes, a fierce competition is underwayâ€”a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into loveâ€”a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands. True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus performers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead. Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart.",First Edition,Hardcover,9.78E+12,387 pages,4.04,537804,60088,The Night Circus,Fantasy|Fiction|Romance|Historical|Historical Fiction,https://images.gr-assets.com/books/1387124618l/9361589.jpg
Arundhati Roy,"""They all crossed into forbidden territory. They all tampered with the laws that lay down who should be loved and how. And how much.""The year is 1969. In the state of Kerala, on the southernmost tip of India, fraternal twins Esthappen and Rahel fashion a childhood for themselves in the shade of the wreck that is their family. Their lonely, lovely mother, Ammu, (who loves by night the man her children love by day), fled an abusive marriage to live with their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), and their enemy, Baby Kochamma (ex-nun and incumbent grandaunt). When Chacko's English ex-wife brings their daughter for a Christmas visit, the twins learn that things can change in a day, that lives can twist into new, ugly shapes, even cease forever, beside their river...",1st American,Hardcover,9.78E+12,340 pages,3.93,203996,10953,The God of Small Things,Fiction|Cultural|India|Historical|Historical Fiction|Contemporary,https://images.gr-assets.com/books/1436217001l/9777.jpg
C.S. Lewis,"A masterpiece of satire, this classic has entertained and enlightened readers the world over with its sly and ironic portrayal of human life from the vantage point of Screwtape, a senior tempter in the service of ""Our Father Below."" At once wildly comic, deadly serious, and strikingly original, C. S. Lewis gives us the correspondence of the worldly-wise old devil to his nephew Wormwood, a novice demon in charge of securing the damnation of an ordinary young man. The Screwtape Letters is the most engaging and humorous account of temptationâ€”and triumph over itâ€”ever written.Now, for the first time, The Screwtape Letters is presented with its full text alongside helpful annotations provided by Lewis enthusiast and dramatist Paul McCusker. The notes include literary, theological, and biographical information to enhance Lewis's core themes and demystify complex ideas. McCusker also guides readers to concepts and references from the beloved author's other treasured volumes to deepen and enrich this timeless classic. The annotated edition is the ultimate guide for understanding the heavenly truths buried in these epistles from below.",Annotated Edition,Hardcover,9.78E+12,223 pages,4.21,272938,9169,The Screwtape Letters,Fiction|Classics|Christian|Religion|Religion|Christianity|Fantasy,https://images.gr-assets.com/books/1507310167l/17383917.jpg
John Grogan,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no goodâ€”Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.",,Hardcover,9.78E+12,291 pages,4.13,412535,13822,Marley and Me: Life and Love With the World's Worst Dog,Nonfiction|Animals|Autobiography|Memoir|Animals|Dogs|Biography,https://images.gr-assets.com/books/1308858322l/12691.jpg
Cassandra Clare,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâ€”and easy prey for the mysterious Magister, who wants to use Tessaâ€™s powers for his own dark ends.With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magisterâ€™s war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every moveâ€”and that one of their own has betrayed them.Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Willâ€”the wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.",Collector's First Edition,Hardcover,9.78E+12,502 pages,4.45,380060,19527,Clockwork Prince,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Science Fiction|Steampunk,https://images.gr-assets.com/books/1460477747l/10025305.jpg
Thomas   Harris,"There's a killer on the loose who knows that beauty is only skin deep, and a trainee investigator who's trying to save her own hide. The only man that can help is locked in an asylum. But he's willing to put a brave face on â€” if it will help him escape.",,Paperback,9.78E+12,338 pages,4.17,393567,4507,The Silence of the Lambs,Horror|Fiction|Thriller|Mystery|Mystery|Crime,https://images.gr-assets.com/books/1390426249l/23807.jpg
Cassandra Clare,"The Mortal War is over, and sixteen-year-old Clary Fray is back home in New York, excited about all the possibilities before her. Sheâ€™s training to become a Shadowhunter and to use her unique power. Her mother is getting married to the love of her life. Downworlders and Shadowhunters are at peace at last. Andâ€”most importantly of allâ€”she can finally call Jace her boyfriend.But nothing comes without a price.Someone is murdering Shadowhunters, provoking tensions between Downworlders and Shadowhunters that could lead to a second, bloody war. Claryâ€™s best friend, Simon, canâ€™t help herâ€”his mother just found out that heâ€™s a vampire, and now heâ€™s homeless. When Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: she herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace.",1st Edition,Hardcover,9.78E+12,424 pages,4.15,411196,20363,City of Fallen Angels,Fantasy|Young Adult|Fantasy|Paranormal|Romance|Fantasy|Urban Fantasy|Paranormal|Vampires|Paranormal|Angels|Fiction|Fantasy|Supernatural|Fantasy|Magic,https://images.gr-assets.com/books/1369452302l/6752378.jpg
Scott Westerfeld,"Tally is about to turn sixteen, and she can't wait. In just a few weeks she'll have the operation that will turn her from a repellent ugly into a stunning pretty. And as a pretty, she'll be catapulted into a high-tech paradise where her only job is to have fun.But Tally's new friend Shay isn't sure she wants to become a pretty. When Shay runs away, Tally learns about a whole new side of the pretty world-- and it isn't very pretty. The authorities offer Tally a choice: find her friend and turn her in, or never turn pretty at all. Tally's choice will change her world forever...",,Paperback,9.78E+12,425 pages,3.86,503415,22315,Uglies,Young Adult|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1443904172l/24770.jpg
Kiera Cass,"For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herselfâ€”and realizes that the life she's always dreamed of may not compare to a future she never imagined.",,Hardcover,9.78E+12,336 pages,4.14,670488,40309,The Selection,Young Adult|Romance|Science Fiction|Dystopia|Fantasy,https://images.gr-assets.com/books/1322103400l/10507293.jpg
Gaston Leroux|Alexander Teixeira de Mattos,"First published in French as a serial in 1909, The Phantom of the Opera is a riveting story that revolves around the young, Swedish Christine DaaÃ©. Her father, a famous musician, dies, and she is raised in the Paris Opera House with his dying promise of a protective angel of music to guide her. After a time at the opera house, she begins hearing a voice, who eventually teaches her how to sing beautifully. All goes well until Christine's childhood friend Raoul comes to visit his parents, who are patrons of the opera, and he sees Christine when she begins successfully singing on the stage. The voice, who is the deformed, murderous 'ghost' of the opera house named Erik, however, grows violent in his terrible jealousy, until Christine suddenly disappears. The phantom is in love, but it can only spell disaster.Leroux's work, with characters ranging from the spoiled prima donna Carlotta to the mysterious Persian from Erik's past, has been immortalized by memorable adaptations. Despite this, it remains a remarkable piece of Gothic horror literature in and of itself, deeper and darker than any version that follows.",,Paperback,9.78E+12,360 pages,3.97,175180,5294,The Phantom of the Opera,Classics|Fiction|Horror|Romance,https://images.gr-assets.com/books/1327867727l/480204.jpg
P.C. Cast|Kristin Cast,"Also see: Alternate Cover Editions for this ISBN [ACE]  








ACE #1








After a Vampire Tracker Marks her with a crescent moon on her forehead, 16-year-old Zoey Redbird enters the House of Night and learns that she is no average fledgling. She has been Marked as special by the vampyre Goddess Nyx and has affinities for all five elements: Air, Fire Water, Earth and Spirit. But she is not the only fledgling at the House of Night with special powers. When she discovers that the leader of the Dark Daughters, the schoolâ€™s most elite club, is mis-using her Goddess-given gifts, Zoey must look deep within herself for the courage to embrace her destiny â€“ with a little help from her new vampyre friends (or Nerd Herd, as Aphrodite calls them)",1st edition,Paperback,9.78E+12,306 pages,3.79,394267,13433,Marked,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance|Fiction|Fantasy|Supernatural|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Young Adult|Teen,https://images.gr-assets.com/books/1317067002l/30183.jpg
Gail Carson Levine,"Also see: Alternate Cover Editions for this ISBN [ACE]  








ACE #1








At birth, Ella is inadvertently cursed by an imprudent young fairy named Lucinda, who bestows on her the ""gift"" of obedience. Anything anyone tells her to do, Ella must obey. Another girl might have been cowed by this affliction, but not feisty Ella: ""Instead of making me docile, Lucinda's curse made a rebel of me. Or perhaps I was that way naturally."" When her beloved mother dies, leaving her in the care of a mostly absent and avaricious father, and later, a loathsome stepmother and two treacherous stepsisters, Ella's life and well-being seem to be in grave peril. But her intelligence and saucy nature keep her in good stead as she sets out on a quest for freedom and self-discovery as she tries to track down Lucinda to undo the curse, fending off ogres, befriending elves, and falling in love with a prince along the way. Yes, there is a pumpkin coach, a glass slipper, and a happily ever after, but this is the most remarkable, delightful, and profound version of Cinderella you'll ever read.Gail Carson Levine's examination of traditional female roles in fairy tales takes some satisfying twists and deviations from the original. Ella is bound by obedience against her will, and takes matters in her own hands with ambition and verve. Her relationship with the prince is balanced and based on humor and mutual respect; in fact, it is she who ultimately rescues him. Ella Enchanted has won many well-deserved awards, including a Newbery Honor.",First Scholastic Edition,Paperback,9.78E+12,232 pages,3.97,363366,9179,Ella Enchanted,Fantasy|Young Adult|Fiction|Romance|Fantasy|Fairy Tales|Childrens,https://images.gr-assets.com/books/1410727190l/24337.jpg
Haruki Murakami|Jay Rubin,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II.In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria.Gripping, prophetic, suffused with comedy and menace, The Wind-Up Bird Chronicle is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.",,Paperback,9.78E+12,607 pages,4.17,179610,11896,The Wind-Up Bird Chronicle,Fiction|Magical Realism|Cultural|Japan|Asian Literature|Japanese Literature|Fantasy,https://images.gr-assets.com/books/1327872639l/11275.jpg
Viktor E. Frankl|Harold S. Kushner|William J. Winslade|Isle Lasch,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.",,Paperback,9.78E+12,165 pages,4.35,251924,13173,Man's Search for Meaning,Nonfiction|Psychology|Philosophy|History|Autobiography|Memoir|Classics,https://images.gr-assets.com/books/1535419394l/4069.jpg
William Faulkner,"The text of this Norton Critical Edition is that of the corrected edition scrupulously prepared by Noel Polk, whose textual note precedes the text. David Minter's annotations are designed to assist the reader with obscure words and allusions.""Backgrounds"" begins with the appendix Faulkner wrote in 1945 and sometimes referred to as another telling of The Sound and the Fury and includes a selection of Faulknerâ€™s letters, excerpts from two Faulkner interviews, a memoir by Faulkner's friend Ben Wasson, and both versions of Faulkner's 1933 introduction to his novel.""Cultural and Historical Contexts"" presents four different perspectives, two of them new to the second edition, on the place of the American South in history. Taken together, these worksâ€”by C. Vann Woodward, Richard H. King, Carolyn Porter, and Robert Penn Warrenâ€”provide the reader with valuable contexts for understanding the novel.""Criticism"" includes seventeen essays on The Sound and the Fury that collectively trace changes in the way we have viewed this novel over the last four decades. The critics are Jean-Paul Sartre, Irving Howe, Ralph Ellison, Olga W. Vickery, Cleanth Brooks, Michael Millgate, John T. Irwin, Myra Jehlen, Donald M. Kartiganer, David Minter, Warwick Wadlington, John T. Matthews, Thadious M. Davis, Wesley Morris and Barbara Alverson Morris, Minrose C. Gwin, AndrÃ© Bleikasten, and Philip M. Weinstein. A revised Selected Bibliography also is included.",,Paperback,,326 pages,3.86,143074,6113,The Sound and the Fury,Classics|Fiction|Literature|Literature|American,https://images.gr-assets.com/books/1433089995l/10975.jpg
William Paul Young,"Mackenzie Allen Philips' youngest daughter, Missy, has been abducted during a family vacation, and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later in the midst of his ""Great Sadness,"" Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend.Against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare. What he finds there will change Mack's world forever.In a world where religion seems to grow increasingly irrelevant The Shack wrestles with the timeless question, ""Where is God in a world so filled with unspeakable pain?"" The answers Mack gets will astound you and perhaps transform you as much as it did him. You'll want everyone you know to read this book!* book description from the back cover",,Paperback,9.78E+12,252 pages,3.75,469523,31294,The Shack,Fiction|Christian Fiction|Religion|Spirituality,https://images.gr-assets.com/books/1344270232l/1812457.jpg
Hunter S. Thompson|Ralph Steadman,"Fear and Loathing in Las Vegas is the best chronicle of drug-soaked, addle-brained, rollicking good times ever committed to the printed page. It is also the tale of a long weekend road trip that has gone down in the annals of American pop culture as one of the strangest journeys ever undertaken.",Second Vintage Books Edition,Paperback,9.78E+12,204 pages,4.08,264581,5481,Fear and Loathing in Las Vegas,Fiction|Classics|Humor,https://images.gr-assets.com/books/1394204569l/7745.jpg
